"","country_code","country_name","wb_income","wb_region","isic_section_index","isic_section_name","industry_id","industry_name","Year","Net_Migration"
"7109","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",104,"Staffing & Recruiting",2018,179.28
"7110","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",104,"Staffing & Recruiting",2019,124.47
"7111","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",105,"Professional Training & Coaching",2015,179.75
"7112","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",105,"Professional Training & Coaching",2016,211.68
"7113","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",105,"Professional Training & Coaching",2017,211.12
"7114","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",105,"Professional Training & Coaching",2018,127.83
"7115","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",105,"Professional Training & Coaching",2019,102.8
"7116","de","Germany","High income","Europe & Central Asia","K","Financial and insurance activities",106,"Venture Capital & Private Equity",2015,477.73
"7117","de","Germany","High income","Europe & Central Asia","K","Financial and insurance activities",106,"Venture Capital & Private Equity",2016,533.44
"7118","de","Germany","High income","Europe & Central Asia","K","Financial and insurance activities",106,"Venture Capital & Private Equity",2017,403.07
"7119","de","Germany","High income","Europe & Central Asia","K","Financial and insurance activities",106,"Venture Capital & Private Equity",2018,432.83
"7120","de","Germany","High income","Europe & Central Asia","K","Financial and insurance activities",106,"Venture Capital & Private Equity",2019,214.85
"7121","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",107,"Political Organization",2015,415.2
"7122","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",107,"Political Organization",2016,125.24
"7123","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",107,"Political Organization",2017,130.17
"7124","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",107,"Political Organization",2018,35.62
"7125","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",107,"Political Organization",2019,101.93
"7126","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",108,"Translation & Localization",2015,235.96
"7127","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",108,"Translation & Localization",2016,336.85
"7128","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",108,"Translation & Localization",2017,190.82
"7129","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",108,"Translation & Localization",2018,125.57
"7130","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",108,"Translation & Localization",2019,123.63
"7131","de","Germany","High income","Europe & Central Asia","J","Information and communication",109,"Computer Games",2015,466.07
"7132","de","Germany","High income","Europe & Central Asia","J","Information and communication",109,"Computer Games",2016,230.65
"7133","de","Germany","High income","Europe & Central Asia","J","Information and communication",109,"Computer Games",2017,52.04
"7134","de","Germany","High income","Europe & Central Asia","J","Information and communication",109,"Computer Games",2018,276.67
"7135","de","Germany","High income","Europe & Central Asia","J","Information and communication",109,"Computer Games",2019,362.24
"7136","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",110,"Events Services",2015,129.9
"7137","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",110,"Events Services",2016,159.44
"7138","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",110,"Events Services",2017,132.16
"7139","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",110,"Events Services",2018,105.21
"7140","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",110,"Events Services",2019,111.58
"7141","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",111,"Arts & Crafts",2015,202.41
"7142","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",111,"Arts & Crafts",2016,209.88
"7143","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",111,"Arts & Crafts",2017,228.33
"7144","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",111,"Arts & Crafts",2018,78.19
"7145","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",111,"Arts & Crafts",2019,72.29
"7146","de","Germany","High income","Europe & Central Asia","C","Manufacturing",112,"Electrical & Electronic Manufacturing",2015,103.37
"7147","de","Germany","High income","Europe & Central Asia","C","Manufacturing",112,"Electrical & Electronic Manufacturing",2016,114.69
"7148","de","Germany","High income","Europe & Central Asia","C","Manufacturing",112,"Electrical & Electronic Manufacturing",2017,88.27
"7149","de","Germany","High income","Europe & Central Asia","C","Manufacturing",112,"Electrical & Electronic Manufacturing",2018,100.26
"7150","de","Germany","High income","Europe & Central Asia","C","Manufacturing",112,"Electrical & Electronic Manufacturing",2019,88.85
"7151","de","Germany","High income","Europe & Central Asia","J","Information and communication",113,"Online Media",2015,292.85
"7152","de","Germany","High income","Europe & Central Asia","J","Information and communication",113,"Online Media",2016,371.89
"7153","de","Germany","High income","Europe & Central Asia","J","Information and communication",113,"Online Media",2017,252.48
"7154","de","Germany","High income","Europe & Central Asia","J","Information and communication",113,"Online Media",2018,203.45
"7155","de","Germany","High income","Europe & Central Asia","J","Information and communication",113,"Online Media",2019,195.06
"7156","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",115,"Music",2015,150.67
"7157","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",115,"Music",2016,205.31
"7158","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",115,"Music",2017,161.03
"7159","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",115,"Music",2018,140.18
"7160","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",115,"Music",2019,71.75
"7161","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",116,"Logistics & Supply Chain",2015,204.02
"7162","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",116,"Logistics & Supply Chain",2016,209.91
"7163","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",116,"Logistics & Supply Chain",2017,138.66
"7164","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",116,"Logistics & Supply Chain",2018,128.86
"7165","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",116,"Logistics & Supply Chain",2019,92.41
"7166","de","Germany","High income","Europe & Central Asia","C","Manufacturing",117,"Plastics",2015,94.44
"7167","de","Germany","High income","Europe & Central Asia","C","Manufacturing",117,"Plastics",2016,109.4
"7168","de","Germany","High income","Europe & Central Asia","C","Manufacturing",117,"Plastics",2017,101.28
"7169","de","Germany","High income","Europe & Central Asia","C","Manufacturing",117,"Plastics",2018,29.69
"7170","de","Germany","High income","Europe & Central Asia","C","Manufacturing",117,"Plastics",2019,67.63
"7171","de","Germany","High income","Europe & Central Asia","J","Information and communication",118,"Computer & Network Security",2015,230.77
"7172","de","Germany","High income","Europe & Central Asia","J","Information and communication",118,"Computer & Network Security",2016,215.04
"7173","de","Germany","High income","Europe & Central Asia","J","Information and communication",118,"Computer & Network Security",2017,224.9
"7174","de","Germany","High income","Europe & Central Asia","J","Information and communication",118,"Computer & Network Security",2018,240.77
"7175","de","Germany","High income","Europe & Central Asia","J","Information and communication",118,"Computer & Network Security",2019,231.47
"7176","de","Germany","High income","Europe & Central Asia","J","Information and communication",119,"Wireless",2015,307.04
"7177","de","Germany","High income","Europe & Central Asia","J","Information and communication",119,"Wireless",2016,444.96
"7178","de","Germany","High income","Europe & Central Asia","J","Information and communication",119,"Wireless",2017,215.37
"7179","de","Germany","High income","Europe & Central Asia","J","Information and communication",119,"Wireless",2018,323.33
"7180","de","Germany","High income","Europe & Central Asia","J","Information and communication",119,"Wireless",2019,163.68
"7181","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",121,"Security & Investigations",2015,79.1
"7182","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",121,"Security & Investigations",2016,110.86
"7183","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",121,"Security & Investigations",2017,119.46
"7184","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",121,"Security & Investigations",2018,100.48
"7185","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",121,"Security & Investigations",2019,73.78
"7186","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",122,"Facilities Services",2015,146.73
"7187","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",122,"Facilities Services",2016,133.8
"7188","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",122,"Facilities Services",2017,123.43
"7189","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",122,"Facilities Services",2018,70.09
"7190","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",122,"Facilities Services",2019,77.53
"7191","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",2015,227.32
"7192","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",2016,685.38
"7193","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",2017,461.55
"7194","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",2018,530.19
"7195","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring",2019,358.4
"7196","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",2015,208.51
"7197","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",2016,247.74
"7198","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",2017,172.3
"7199","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",2018,193.7
"7200","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",124,"Health, Wellness & Fitness",2019,133.93
"7201","de","Germany","High income","Europe & Central Asia","J","Information and communication",126,"Media Production",2015,125.06
"7202","de","Germany","High income","Europe & Central Asia","J","Information and communication",126,"Media Production",2016,132.1
"7203","de","Germany","High income","Europe & Central Asia","J","Information and communication",126,"Media Production",2017,118.15
"7204","de","Germany","High income","Europe & Central Asia","J","Information and communication",126,"Media Production",2018,57.07
"7205","de","Germany","High income","Europe & Central Asia","J","Information and communication",126,"Media Production",2019,83.63
"7206","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",127,"Animation",2015,211.42
"7207","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",127,"Animation",2016,283.4
"7208","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",127,"Animation",2017,120.56
"7209","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",127,"Animation",2018,267.1
"7210","de","Germany","High income","Europe & Central Asia","R","Arts, entertainment and recreation",127,"Animation",2019,240.91
"7211","de","Germany","High income","Europe & Central Asia","L","Real estate activities",128,"Commercial Real Estate",2015,398.96
"7212","de","Germany","High income","Europe & Central Asia","L","Real estate activities",128,"Commercial Real Estate",2016,294.88
"7213","de","Germany","High income","Europe & Central Asia","L","Real estate activities",128,"Commercial Real Estate",2017,178.34
"7214","de","Germany","High income","Europe & Central Asia","L","Real estate activities",128,"Commercial Real Estate",2018,415.64
"7215","de","Germany","High income","Europe & Central Asia","L","Real estate activities",128,"Commercial Real Estate",2019,282.14
"7216","de","Germany","High income","Europe & Central Asia","X","Not_mapped",130,"Think Tanks",2015,105.65
"7217","de","Germany","High income","Europe & Central Asia","X","Not_mapped",130,"Think Tanks",2016,337.5
"7218","de","Germany","High income","Europe & Central Asia","X","Not_mapped",130,"Think Tanks",2017,318.84
"7219","de","Germany","High income","Europe & Central Asia","X","Not_mapped",130,"Think Tanks",2018,357.09
"7220","de","Germany","High income","Europe & Central Asia","X","Not_mapped",130,"Think Tanks",2019,89.89
"7221","de","Germany","High income","Europe & Central Asia","P","Education",132,"E-Learning",2015,861.71
"7222","de","Germany","High income","Europe & Central Asia","P","Education",132,"E-Learning",2016,977.61
"7223","de","Germany","High income","Europe & Central Asia","P","Education",132,"E-Learning",2017,792.52
"7224","de","Germany","High income","Europe & Central Asia","P","Education",132,"E-Learning",2018,679.65
"7225","de","Germany","High income","Europe & Central Asia","P","Education",132,"E-Learning",2019,583.55
"7226","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",133,"Wholesale",2015,62.2
"7227","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",133,"Wholesale",2016,59.63
"7228","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",133,"Wholesale",2017,25.52
"7229","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",133,"Wholesale",2018,22.36
"7230","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",133,"Wholesale",2019,3.23
"7231","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",134,"Import & Export",2015,-21.9
"7232","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",134,"Import & Export",2016,208.24
"7233","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",134,"Import & Export",2017,140.47
"7234","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",134,"Import & Export",2018,35.51
"7235","de","Germany","High income","Europe & Central Asia","H","Transportation and storage",134,"Import & Export",2019,165.08
"7236","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",2015,127
"7237","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",2016,148.05
"7238","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",2017,85.42
"7239","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",2018,100.6
"7240","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering",2019,83.44
"7241","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",136,"Photography",2015,150.72
"7242","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",136,"Photography",2016,153.9
"7243","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",136,"Photography",2017,51.28
"7244","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",136,"Photography",2018,92.16
"7245","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",136,"Photography",2019,65.69
"7246","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",137,"Human Resources",2015,214.99
"7247","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",137,"Human Resources",2016,251.84
"7248","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",137,"Human Resources",2017,259.21
"7249","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",137,"Human Resources",2018,185.42
"7250","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",137,"Human Resources",2019,104.14
"7251","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",138,"Business Supplies & Equipment",2015,9.05
"7252","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",138,"Business Supplies & Equipment",2016,104.33
"7253","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",138,"Business Supplies & Equipment",2017,75.74
"7254","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",138,"Business Supplies & Equipment",2018,42.68
"7255","de","Germany","High income","Europe & Central Asia","N","Administrative and support service activities",138,"Business Supplies & Equipment",2019,55.4
"7256","de","Germany","High income","Europe & Central Asia","Q","Human health and social work activities",139,"Mental Health Care",2015,155
"7257","de","Germany","High income","Europe & Central Asia","Q","Human health and social work activities",139,"Mental Health Care",2016,248.58
"7258","de","Germany","High income","Europe & Central Asia","Q","Human health and social work activities",139,"Mental Health Care",2017,122.88
"7259","de","Germany","High income","Europe & Central Asia","Q","Human health and social work activities",139,"Mental Health Care",2018,128.21
"7260","de","Germany","High income","Europe & Central Asia","Q","Human health and social work activities",139,"Mental Health Care",2019,80.38
"7261","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",140,"Graphic Design",2015,221.85
"7262","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",140,"Graphic Design",2016,95.67
"7263","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",140,"Graphic Design",2017,161.18
"7264","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",140,"Graphic Design",2018,152.83
"7265","de","Germany","High income","Europe & Central Asia","M","Professional scientific and technical activities",140,"Graphic Design",2019,145.98
"7266","de","Germany","High income","Europe & Central Asia","S","Other service activities",141,"International Trade & Development",2015,254.14
"7267","de","Germany","High income","Europe & Central Asia","S","Other service activities",141,"International Trade & Development",2016,307.1
"7268","de","Germany","High income","Europe & Central Asia","S","Other service activities",141,"International Trade & Development",2017,201.71
"7269","de","Germany","High income","Europe & Central Asia","S","Other service activities",141,"International Trade & Development",2018,152.87
"7270","de","Germany","High income","Europe & Central Asia","S","Other service activities",141,"International Trade & Development",2019,116.13
"7271","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",142,"Wine & Spirits",2015,142.54
"7272","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",142,"Wine & Spirits",2016,98.34
"7273","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",142,"Wine & Spirits",2017,95.35
"7274","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",142,"Wine & Spirits",2018,55.79
"7275","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",142,"Wine & Spirits",2019,194.88
"7276","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",143,"Luxury Goods & Jewelry",2015,318.23
"7277","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",143,"Luxury Goods & Jewelry",2016,232.07
"7278","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",143,"Luxury Goods & Jewelry",2017,295.76
"7279","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",143,"Luxury Goods & Jewelry",2018,55.78
"7280","de","Germany","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",143,"Luxury Goods & Jewelry",2019,105.49
"7281","de","Germany","High income","Europe & Central Asia","C","Manufacturing",144,"Renewables & Environment",2015,207.51
"7282","de","Germany","High income","Europe & Central Asia","C","Manufacturing",144,"Renewables & Environment",2016,280.18
"7283","de","Germany","High income","Europe & Central Asia","C","Manufacturing",144,"Renewables & Environment",2017,186.07
"7284","de","Germany","High income","Europe & Central Asia","C","Manufacturing",144,"Renewables & Environment",2018,198.66
"7285","de","Germany","High income","Europe & Central Asia","C","Manufacturing",144,"Renewables & Environment",2019,114.54
"7286","de","Germany","High income","Europe & Central Asia","C","Manufacturing",145,"Glass, Ceramics & Concrete",2015,81.02
"7287","de","Germany","High income","Europe & Central Asia","C","Manufacturing",145,"Glass, Ceramics & Concrete",2016,62.35
"7288","de","Germany","High income","Europe & Central Asia","C","Manufacturing",145,"Glass, Ceramics & Concrete",2017,23.44
"7289","de","Germany","High income","Europe & Central Asia","C","Manufacturing",145,"Glass, Ceramics & Concrete",2018,100.02
"7290","de","Germany","High income","Europe & Central Asia","C","Manufacturing",145,"Glass, Ceramics & Concrete",2019,72.58
"7291","de","Germany","High income","Europe & Central Asia","C","Manufacturing",146,"Packaging & Containers",2015,169.2
"7292","de","Germany","High income","Europe & Central Asia","C","Manufacturing",146,"Packaging & Containers",2016,54.56
"7293","de","Germany","High income","Europe & Central Asia","C","Manufacturing",146,"Packaging & Containers",2017,86.65
"7294","de","Germany","High income","Europe & Central Asia","C","Manufacturing",146,"Packaging & Containers",2018,25.19
"7295","de","Germany","High income","Europe & Central Asia","C","Manufacturing",146,"Packaging & Containers",2019,41.99
"7296","de","Germany","High income","Europe & Central Asia","C","Manufacturing",147,"Industrial Automation",2015,100.14
"7297","de","Germany","High income","Europe & Central Asia","C","Manufacturing",147,"Industrial Automation",2016,90.59
"7298","de","Germany","High income","Europe & Central Asia","C","Manufacturing",147,"Industrial Automation",2017,108.26
"7299","de","Germany","High income","Europe & Central Asia","C","Manufacturing",147,"Industrial Automation",2018,97.16
"7300","de","Germany","High income","Europe & Central Asia","C","Manufacturing",147,"Industrial Automation",2019,81.38
"7301","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",148,"Government Relations",2015,633.68
"7302","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",148,"Government Relations",2016,516.33
"7303","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",148,"Government Relations",2017,324.94
"7304","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",148,"Government Relations",2018,352.94
"7305","de","Germany","High income","Europe & Central Asia","O","Public administration and defence; compulsory social security",148,"Government Relations",2019,46.99
"7306","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",4,"Computer Software",2015,124.05
"7307","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",4,"Computer Software",2016,151.99
"7308","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",4,"Computer Software",2017,132.94
"7309","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",4,"Computer Software",2018,170.17
"7310","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",4,"Computer Software",2019,95.28
"7311","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",6,"Internet",2015,281.24
"7312","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",6,"Internet",2016,244.68
"7313","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",6,"Internet",2017,187.61
"7314","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",6,"Internet",2018,146.61
"7315","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",6,"Internet",2019,86.47
"7316","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",8,"Telecommunications",2015,52.3
"7317","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",8,"Telecommunications",2016,22.94
"7318","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",8,"Telecommunications",2017,60.66
"7319","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",8,"Telecommunications",2018,69.71
"7320","dk","Denmark","High income","Europe & Central Asia","J","Information and communication",8,"Telecommunications",2019,22.84
"7321","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",9,"Law Practice",2015,38.03
"7322","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",9,"Law Practice",2016,26.86
"7323","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",9,"Law Practice",2017,16.9
"7324","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",9,"Law Practice",2018,37.29
"7325","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",9,"Law Practice",2019,21.79
"7326","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",11,"Management Consulting",2015,123.48
"7327","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",11,"Management Consulting",2016,150.87
"7328","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",11,"Management Consulting",2017,142.34
"7329","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",11,"Management Consulting",2018,100.36
"7330","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",11,"Management Consulting",2019,46.9
"7331","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",12,"Biotechnology",2015,110.55
"7332","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",12,"Biotechnology",2016,143.46
"7333","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",12,"Biotechnology",2017,93.59
"7334","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",12,"Biotechnology",2018,55.83
"7335","dk","Denmark","High income","Europe & Central Asia","M","Professional scientific and technical activities",12,"Biotechnology",2019,47.15
"7336","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",14,"Hospital & Health Care",2015,36.33
"7337","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",14,"Hospital & Health Care",2016,53.93
"7338","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",14,"Hospital & Health Care",2017,19.34
"7339","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",14,"Hospital & Health Care",2018,13.68
"7340","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",14,"Hospital & Health Care",2019,18.86
"7341","dk","Denmark","High income","Europe & Central Asia","C","Manufacturing",15,"Pharmaceuticals",2015,74.01
"7342","dk","Denmark","High income","Europe & Central Asia","C","Manufacturing",15,"Pharmaceuticals",2016,63.58
"7343","dk","Denmark","High income","Europe & Central Asia","C","Manufacturing",15,"Pharmaceuticals",2017,57.41
"7344","dk","Denmark","High income","Europe & Central Asia","C","Manufacturing",15,"Pharmaceuticals",2018,60.99
"7345","dk","Denmark","High income","Europe & Central Asia","C","Manufacturing",15,"Pharmaceuticals",2019,45.07
"7346","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",17,"Medical Device",2015,66.66
"7347","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",17,"Medical Device",2016,85.52
"7348","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",17,"Medical Device",2017,101.14
"7349","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",17,"Medical Device",2018,88.27
"7350","dk","Denmark","High income","Europe & Central Asia","Q","Human health and social work activities",17,"Medical Device",2019,50.6
"7351","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2015,267.69
"7352","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2016,197.6
"7353","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2017,129.14
"7354","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2018,67.34
"7355","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",18,"Cosmetics",2019,135.32
"7356","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2015,108.53
"7357","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2016,99.2
"7358","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2017,107.48
"7359","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2018,66.35
"7360","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",19,"Apparel & Fashion",2019,39.46
"7361","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2015,135.18
"7362","dk","Denmark","High income","Europe & Central Asia","G","Wholesale and retail trade; repair of motor vehicles and motorcycles",20,"Sporting Goods",2016,98.3
